policy_id,policy_name,category,subcategory,region_scope,age_min,age_max,employment_condition,housing_condition,income_condition_text,apply_start_date,apply_end_date,apply_status,source_org,source_url,summary,source_type
20260326005400212289,2026년 평택시 청년창업지원센터 운영,취업,창업지원,경기,19,39,unknown,unknown,,2026-01-01,2026-12-31,open,경기도 평택시 기획항만경제실,https://pipabiz.or.kr/web/contents/business1-6.do,"초기 창업기업의 안정적인 성장 기반을 마련하고 지역산업과 연계한 창업생태계를 구축하여 청년창업가의 성공적인 창업 도모 입주기업 대상 창업 공간 무상임대,초창기 기업지원금,맞춤형 창업프로그램 제공 등 교육지원 2026년 평택시 청년창업지원센터 운영",api
20260326005400212286,2026년 평택시 청년 면접정장 무료대여 서비스,취업,면접지원,경기,18,39,job_seeking,unknown,,2026-01-01,2026-12-31,open,경기도 평택시 기획항만경제실,https://apply.jobaba.net,"1. 청년실업률 사회문제화 및 구직기간 장기화에 따른 취업 준비 비용 증가 2. 청년 구직자의 심리적, 경제적 부담 경감을 위한 취업 지원 강화 (사업기간) 연중(당해 연도 예산 소진 시까지) (사업대상) 평택시 거주 18세~39세 이하 청년구직자 ※18세는 관내 직업계고 졸업 예정자만 해당 (사 업 량) 695회(1인/최대 5회) (신청방법) 경기도일자리재단 통합접수시스템(잡아바 어플라이) 온라인 신청 (지원방법) 정장대여 전문업체 업무협약 무료 대여 ※ 대여업체 : (주)마이스윗인터뷰(사당, 신촌점)/ 가온핏정장(영등포구청점)/",api
20260326005400212285,2026년 평택 신입사원 직장적응 교육 프로그램 운영,취업,교육훈련,경기,19,39,unknown,unknown,,2026-05-01,2026-12-31,unknown,경기도 평택시 기획항만경제실,https://www.pyeongtaek.go.kr/ibook/ecatalog5.jsp?Dir=224&catimage=,신입사원이 조직문화와 업무환경에 적응할 수 있도록 지원함으로써 초기 적응실패로 인한 조기 퇴사를 예방하고 관내 중소기업의 인력 안정화 도모  (사업기간) 2026. 1월 ~ 12월  (사업대상) 관내 중소기업 신입사원 및 기업대표·인사담당자  (사 업 량) 80명(신입사원 40명 / 기업대표·인사담당자 40명)  (지원내용) 신입사원 교육 및 조직문화 교육 인프라가 부족한 관내 중소기업의 신입사원과 기업대표·인사담당자를 대상으로 직장적응 및 소통·협업 조직문화 교육 프로그램 제공 교육지원 2026년 평택 신입사원 직장적응 교,api
20260326005400212284,2026년 평택 청년-기업 이어드림 사업,취업,취업지원,경기,19,39,unknown,unknown,,2026-03-02,2026-11-30,open,경기도 평택시 기획항만경제실,https://www.pyeongtaek.go.kr/pyeongtaek/board/post/view.do?mid=0401010000&bcIdx=41&idx=348905,기업 현직자들의 취업 멘토링을 통한 청년들의 취업 의지 제고 및 인적 네트워크 형성을 도모하고 관내 우수 중소기업 알리기 및 취업 연계를 통해 중소기업 인력난 완화 및 청년 취업률 제고  (사업기간) 2026. 1월 ~ 12월  (사업대상) 관내 거주 또는 활동중인 19세~39세 구직청년 / 관내 중소기업  (사 업 량) 120명(취업 멘토링 100명 / 관내 기업 취업 20명)  (신청방법) - 취업멘토링콘서트·온라인소규모멘토링 : 모집포스터의 정보무늬(QR코드) 접속 후 신청서 제출 - 청년·기업 만남의 장 : 모집 공고,api
20260325005400212279,2026 평택청년 취업성공 지원사업,취업,면접지원,경기,19,39,job_seeking,unknown,,2026-03-01,2026-12-31,open,경기도 평택시 기획항만경제실,https://www.pyeongtaek.go.kr/pyeongtaek/board/post/view.do?mid=0401010000&bcIdx=41&idx=349793,"구직 청년들에게 자기소개서 작성 교육, 면접 교육 등 취업 역량 강화 교육 프로그램을 지원함으로써 취업 성공을 도모함  (사업기간) 연중  (사업대상) 평택시 거주자 또는 활동 중인 19세~39세 이하 청년  (사 업 량) 50명(1기수 10명, 총 5기수 운영)  (신청방법) 모집포스터의 정보무늬(QR코드) 접속 후 신청서 제출  (지원내용) 자기소개서 작성 및 면접 교육 등 정기적인 교육 프로그램 - 정기교육 프로그램(3기수 운영) : 자기소개서 작성 및 면접 교육 - 자기소개서 심화특강(1기수 운영) : 자기소개서 작",api
20260323005400112246,창업성공패키지(청년창업사관학교),취업,창업지원,all,1,39,unknown,unknown,,,,always,중소벤처기업진흥공단 창업지원처,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=310&bcIdx=1065207&parentSeq=1065207,"유망 창업아이템 및 혁신기술을 보유한 우수 창업자를 발굴하여 성공적인 창업사업화 지원을 위한, 『2026년 창업성공패키지 지원사업』청년창업사관학교 기본과정 지원 대상자를 모집하오니 많은 참여바랍니다. 창업공간 제공, 교육, 기술지원 등의 종합 연계지원 방식으로 청년 기술창업 One-Stop 프로그램 운영 중소기업,벤처 창업성공패키지(청년창업사관학교)",api
20260323005400112245,지식재산 기반 창업촉진(IP 디딤돌 프로그램),취업,창업지원,기타,0,0,unknown,unknown,,2026-01-01,2026-12-31,open,한국발명진흥회,https://pms.ripc.org/www/main.do,"개인 및 예비창업자를 대상으로 창의적 아이디어를 기술적으로 발전시켜 사업아이템을 도출하고, 이에 대한 지식재산 컨설팅 및 권리화 지원 ㅇ 한국발명진흥회 및 전국 17개소의 지역지식재산센터(RIPC)를 통해, 지역별 예비창업자의 아이디어에 대한 기초상담, 창업아이템으로의 고도화/권리화 지원 ㅇ 우수창업기업 대상 IR 심화컨설팅 실시, 데모데이 개최를 통해 특허 기반 초기창업기업의 사업화 및 투자유치 지원 벤처,중소기업 지식재산 기반 창업촉진(IP 디딤돌 프로그램)",api
20260319005400212234,안성시 특성화고 진로캠프,취업,취업지원,경기,0,0,student,unknown,,,,always,경기도 안성시,https://www.anseong.go.kr/findjob/main.do,학교별 특성과 학생 희망직무를 반영한 맞춤형 진로캠프 운영을 통해 학생들의 취업 준비 수준 향상 및 진로설계 역량 강화 도모 수요조사 기반 학교 맞춤형 직무역량 강화 프로그램 운영 교육지원 안성시 특성화고 진로캠프,api
20260319005400212233,안성시 청년내일캠프,취업,면접지원,경기,18,39,job_seeking,unknown,,,,always,경기도 안성시,https://www.anseong.go.kr/findjob/bbs/list.do?ptIdx=285&mId=0301000000&token=1773897572685,"개인별 1:1 상담을 통한 차별화된 코칭 제공으로 청년 구직자의 직무능력, 면접역량 향상 및 취업률 제고 안성시 거주 청년구직자 취업역량 향상 교육, 자기소개서 및 면접 개별컨설팅 등 교육지원 안성시 청년내일캠프",api
20260319005400212229,안성시 청년맞춤 이력서 사진촬영 지원사업,취업,취업지원,경기,18,39,job_seeking,unknown,,,,always,경기도 안성시,https://www.anseong.go.kr/findjob/bbs/view.do?mId=0301000000&bIdx=191450&ptIdx=285,"관내 청년 구직자에게 이력서용 사진 촬영 비용을 지원하여 취업 준비 부담 완화 및 구직 활동 촉진을 도모하고자 함 안성시 거주 청년구직자, 안성시 소재 학교 재(휴)학생 및 고교졸업예정자 연 1회 이력서 사진촬영 비용 실비 지원(최대 2만 5천원) 바우처 안성시 청년맞춤 이력서 사진촬영 지원사업",api
20260319005400212223,(광양시) 청년복합공간 운영,취업,주거지원,기타,18,45,unknown,unknown,,,,always,전라남도 광양시 미래산업국,https://gwangyang.go.kr/,"예담창고를 중심으로 청년 창업교육·실습·커뮤니티·주거를 연계 지원하는 복합공간 운영 사업입니다. -교육공간 운영(창업교육·커뮤니티) -실습공간 운영(창업 실습) -참여 청년 주거 지원 교육지원,주거지원 (광양시) 청년복합공간 운영",api
20260318005400212194,(광양시)귀농귀촌 보금자리 조성 지원,취업,취업지원,기타,0,0,unknown,unknown,,,,always,전라남도 광양시 농업기술센터,https://gwangyang.go.kr/,귀농귀촌 희망자에게 농어촌민박 보금자리와 체험비를 지원해 농촌 정착을 돕는 사업입니다. -농어촌민박 월세 지원(8개월) -체험비 등 참가자 지원 -보금자리 2개소 운영 주거지원 (광양시)귀농귀촌 보금자리 조성 지원,api
20260318005400212186,(광양시)광양만권 소재부품 지식산업센터 운영,취업,창업지원,기타,0,0,unknown,unknown,,,,always,전라남도 광양시 미래산업국,https://www.jntp.or.kr/base/main/view,"중소·벤처·창업기업에 산업공간과 기업지원 서비스를 제공해 지역 산업기반을 강화하는 사업입니다. -센터 시설 관리 및 입주기업 지원 -입주기업 모집·관리 -기업 간담회 및 실증공간 운영 중소기업,벤처 (광양시)광양만권 소재부품 지식산업센터 운영",api
20260318005400212185,(광양시) 청년 일자리 만들기 확대,취업,취업지원,기타,0,0,job_seeking,unknown,,,,always,전라남도 광양시 미래산업국,https://job.gwangyang.go.kr/,온·오프라인 일자리정보 제공과 상담·매칭을 통해 청년 구직과 기업 채용을 연계하는 일자리 지원 사업입니다. -스마트 구인·구직 플랫폼 운영 -희망일자리센터 상담·취업알선 -청년 일자리 실태조사 및 정책 연계 맞춤형상담서비스 (광양시) 청년 일자리 만들기 확대,api
20260317005400112169,2026년 매장유산 미정리유물 보존 및 활용사업,취업,취업지원,기타,0,0,unknown,unknown,,2026-01-01,2026-12-31,open,국가유산청 문화유산국,www.work.go.kr,"대학박물관 내 미정리 유물 일제 등록 지원 및 활용을 통한 유물의 안전한 보관 관리 및 청년일자리 제공 ㅇ 지원내용 - 대학박물관(20개관) 내 미정리 유물 일제 등록 및 활용인원 채용(78명) ㅇ 주요내용 - 미정리 유물에 대한 세척, 넘버링, 사진촬영 등 유물분류 작업 - 미귀속 미발간 보고세 대한 정리 후 보고서 발간 - 국가귀속 대상 유물 등록 및 자료 현행화 등 국가귀속 사전작업 ㅇ 진행경과 - '25년 추진 실적: 22개 대학박물관 약 114명 채용 인턴,교육지원,장기미취업청년 2026년 매장유산 미정리유물 보존 및 활용",api
20260316005400112168,2026년 국가유산 산업 인턴십 지원 사업,취업,취업지원,기타,19,39,unknown,unknown,,2026-01-01,2026-12-31,open,국가유산진흥원,https://heritage-intern.recruiter.co.kr/,"국가유산 보존관리 활용 기획 관련 공공 및 민간 산업체에 국가유산 산업 취업 준비 청년인턴(100명) 매칭 지원 ㅇ 지원대상: 국가유산 산업 분야 취업을 준비 중인 청년 ※ 대한민국 국적 소지자에 한함 ㅇ 지원연령: 만 19세 이상 ~ 만 39세 이하 * 인턴 근무시작일(2026. 3. 1.(일)) 기준 ※ 1986. 3. 2. ~ 2007. 3. 1. 출생자에 한함 ㅇ 지원요건: 학력 및 전공 제한 없음(국가유산 보수, 발굴조사 분야 외) - 국가유산 보수, 발굴조사: 관계 법령 및 전문 분야 특성상 해당 분야 운영기관 지원 시,",api
20260313005400212158,2026 청년 문화예술인 문화인턴제 사업(평택시),취업,취업지원,경기,19,39,job_seeking,unknown,,2026-04-06,2026-10-28,open,경기도 평택시 문화국제국,https://www.pyeongtaek.go.kr/pyeongtaek/saeol/gosi/view.do?notAncmtMgtNo=116702&mid=0401020100,"미취업 청년문화예술인에게 공공부문 일자리를 제공하여 관련분야 경력제공  (지원대상) 평택시 거주 19세~39세 이하 문화예술분야 전공자  (사업기간) 2026. 4. ~ 10.  (모집인원) 총 3명  (보 수) 일 92,880원(8시간 근무, 2026년 평택시 생활임금 시급 11,610원 적용)  (근무기관) 문화예술 관련 기관 및 단체(문화재단, 문화원, 예총 등)  (업무내용) 예술행사 지원 및 보조, 행정 업무 보조 등 인턴 2026 청년 문화예술인 문화인턴제 사업(평택시)",api
20260313005400212156,2026 대학생 인턴사업(평택시),취업,취업지원,경기,19,34,student,unknown,,,,always,경기도 평택시,https://www.pyeongtaek.go.kr/depart/contents.do?mid=0105010000,"평택시 거주 대학생들에게 공공기관 일 경험 기회 제공으로 개인 직무능력 향상 및 시정에 대한 올바른 이해를 돕는 기회로 활용  (사업대상) ① 평택시에 주민등록이 되어 있는 34세 이하 대학교 재학생·휴학생 ② 평택시의 외국인등록대장에 결혼이민자(F-6) 및 영주권자(F-5)로 등록되어 있는 34세 이하 대학교 재학생·휴학생  (사업인원) 총 180명(45명×4회) 근무시간 : 1일 7시간 / 주 5일 근무  급여 : 시급 11,610원(2026년 평택시 생활임금 적용)  후생복지 : 고용·산재보험 가입(본인부담금 공제) 및",api
20260313005400212146,청년창업 공감 원스톱 서비스 안내,취업,창업지원,경기,18,39,unknown,unknown,,,,always,경기도 용인시,https://youth.yongin.go.kr/web/main/contents/YI-010-01-04,"청년창업 정책을 한곳에 모아 통합 제공 ㅇ (대상) 18~39세 ㅇ (주요내용) 청년 창업 지원 사업을 한 페이지에 4개 분야로 구현하여 안내 교육지원,맞춤형상담서비스 청년창업 공감 원스톱 서비스 안내",api
20260313005400212145,대학생 행정체험 연수,취업,취업지원,경기,18,39,student,unknown,,2026-07-01,2026-12-31,unknown,경기도 용인시,https://www.yongin.go.kr/user/web/sidjbustdt/BD_selectSidjbUstdtList.do,"다양한 행정체험 기회 제공 ㅇ (대상) 관내거주 대학생 ㅇ (주요내용) 시청, 읍면동 등에서 행정 업무 지원 등 인턴 대학생 행정체험 연수",api
20260313005400212144,청년희망케어 프로젝트 추진,취업,취업지원,경기,18,39,unknown,unknown,,2026-03-02,2026-12-31,open,경기도 용인시,https://youth.yongin.go.kr/web/main/program/all/list,"심리적 불안을 겪는 청년들의 심리적 안정 고취 및 관계형성 지원을 통해 청년의 희망적인 삶 영위 ㅇ (대상) 용인시 거주 또는 소재학교, 사업장 소속 18~39세 청년 ㅇ (주요내용) 청년의 심리적 안정감 증진을 위한 청년특화 전문 프로그램 맞춤형상담서비스 청년희망케어 프로젝트 추진",api
20260313005400212143,용인시 일자리센터를 통한 청년 취업 지원,취업,취업지원,경기,18,39,unknown,unknown,,2026-01-01,2026-10-31,open,경기도 용인시,https://www.yongin.go.kr/home/job/jobCenter/programGuide.jsp,"지역경제와 청년층이 함께 성장할 수 있는 기반 마련 ㅇ (대상) 18~39세 구직자 ㅇ (주요내용) (계층별, 직무별)역량강화교육, 현직자 직무멘토링 운영 교육지원,맞춤형상담서비스 용인시 일자리센터를 통한 청년 취업 지원",api
20260313005400212142,AI 활용 취업역량강화 지원,취업,취업지원,경기,18,39,job_seeking,unknown,,,,always,경기도 용인시,https://youth.yongin.go.kr/web/main/youthApply/applyList,"용인시 취업준비 청년의 맞춤형 역량 강화 ㅇ (대상) 18~39세 용인시 거주자 또는 관내 대학 재(휴학)중인 구직자 300명 ㅇ (주요내용) AI 기반 자기소개서 코칭, 모의면접 등 온라인 취업솔루션 제공 교육지원 AI 활용 취업역량강화 지원",api
20260313005400212141,청년 희망옷장,취업,면접지원,경기,18,39,job_seeking,unknown,,,,always,경기도 용인시,https://youth.yongin.go.kr/web/main/youthApply/applyList,"용인시 청년 구직자에게 면접정장 무료대여 서비스 제공하여 시간적·경제적 부담 완화 ㅇ (대상) 18~39세 ㅇ (주요내용) 취업면접에 필요한 정장 무료 대여(1인 최대 3회, 회당 4박 5일) 인턴 청년 희망옷장",api
20260312005400212117,경기 스타트업 글로벌 성장지원- 경기 청년창업 글로벌 프론티어(G-Frontier),취업,창업지원,경기,19,39,unknown,unknown,,2026-04-30,2026-11-30,unknown,재단법인경기도경제과학진흥원,https://www.gsp.or.kr/,"경기도 청년들의 해외시장 진출의 시작과 글로벌 무대로의 도약할 수 있도록 현장 경험을 지원 ○ 지원대상: 도내 7년 이내 기업이면서 만39세 이하의 청년창업가 ○ 체험단 지원내용 - 해외 유명 스타트업 전시·박람회, 학회 등 참관 비용* 지원 · 미주·유럽권 최대 300만원, 아시아권 최대 150만원 지원** * 참관 지원항목 : 항공·숙박비, 행사 등록비, 홍보물 제작 등 경비 지원 ** 지원금은 사후 정산방식으로 참관 결과보고서 및 지출 증빙 검토 후 지급 - 네트워킹 : 참여기업 사후 간담회 개최 해외진출 경기 스타트업 글로벌",api
20260311005400112111,고교 취업연계 장려금 지원,취업,취업지원,all,17,21,unknown,unknown,,2026-03-01,2027-05-31,open,한국장학재단,https://www.kosaf.go.kr/ko/main.do?currentMain=1,"고졸 기술·기능인재가 사회초기 안정적으로 정착할 수 있도록 취업연계 장려금 지원 2026학년도 직업계고, 일반고 직업교육 위탁과정 참여 고등학교 3학년 학생이 졸업후 중소·중견 기업에 취업한 경우, 재직기간에 따라 1인 500만원 분할 지급 - (1차) 사업기준일(2026.10.1.)로 부터 1년 이내 3개월 재직 시 200만원 지급 - (2차) 사업기준일(2026.10.1.)로 부터 30개월 이내 추가 9개월(총 1년) 재직 시 300만원 추가 지급 보조금,중소기업 고교 취업연계 장려금 지원",api
20260310005400112104,청년농업인 R&D 기술창업 통합관리 지원,취업,창업지원,기타,18,39,unknown,unknown,,2026-01-01,2026-12-31,open,농촌진흥청,https://www.rda.go.kr/board/board.do?mode=html&prgId=gud_farmguiddrvQuery,"공공연구기관의 농업R&D 기술성과를 청년농업인의 창업 자원으로 활용하여 연구성과 기반 기술창업 모델을 육성함으로써 농업농촌의 신성장동력 확보 및 청년농업인의 안정적 정착 지원 ○ 추진방향 - 공공연구기관의 농업 R&D 기술성과 중 사업화 가능성이 높은 기술을 선별하여, 기술이전·공동활용을 전제로 한 청년농업인 기술창업 지원 - 안정적인 창업 지원을 위해 농업 경영진단·분석 등 종합컨설팅 지원 ○ 사업규모 - 사 업 비 : 6,000백만원(개소당 200백만원, 국비·지방비 각 50%) - 사 업 량 : 30개소 * 지자체자본보조 ○ ",api
20260310005400112102,중남미 지역기구 인턴 파견,취업,취업지원,기타,18,100,unknown,unknown,,,,always,외교부 중남미국,https://www.mofa.go.kr/www/brd/m_4075/view.do?seq=369385&page=1&pitem=10,"중남미 지역 관련 국제기구에 우리 청년을 인턴으로 파견 o (목적) 우리 청년들에게 국제무대에서 활동할 수 있는 기회와 여건을 제공하고, 차세대 중남미 전문인력으로서의 능력 개발 및 역량 강화 지원 o (주요내용) 미주기구, 유엔 중남미카리브경제위원회 등 10여개 중남미 지역기구에 매년 25명 내외, 6개월 근무할 인턴을 파견 해외진출,인턴 중남미 지역기구 인턴 파견",api
